'Time and date',Temporary,EEG Fpz-Cz
'[16:13:37.680 24/04/1989]',28.132,28.132
'[16:13:37.690 24/04/1989]',30.101,30.101
'[16:13:37.700 24/04/1989]',30.851,30.851
'[16:13:37.710 24/04/1989]',23.068,23.068
'[16:13:37.720 24/04/1989]',31.133,31.133
'[16:13:37.730 24/04/1989]',34.602,34.602
'[16:13:37.740 24/04/1989]',30.101,30.101
'[16:13:37.750 24/04/1989]',28.132,28.132
'[16:13:37.760 24/04/1989]',31.039,31.039
'[16:13:37.770 24/04/1989]',39.947,39.947
'[16:13:37.780 24/04/1989]',25.6,25.6
'[16:13:37.790 24/04/1989]',25.131,25.131
'[16:13:37.800 24/04/1989]',23.068,23.068
'[16:13:37.810 24/04/1989]',18.848,18.848
'[16:13:37.820 24/04/1989]',35.446,35.446
'[16:13:37.830 24/04/1989]',15.191,15.191
'[16:13:37.840 24/04/1989]',17.817,17.817
'[16:13:37.850 24/04/1989]',15.473,15.473
'[16:13:37.860 24/04/1989]',35.727,35.727
'[16:13:37.870 24/04/1989]',28.788,28.788
'[16:13:37.880 24/04/1989]',16.41,16.41
'[16:13:37.890 24/04/1989]',7.971,7.971
'[16:13:37.900 24/04/1989]',22.318,22.318
'[16:13:37.910 24/04/1989]',23.349,23.349
'[16:13:37.920 24/04/1989]',14.16,14.16
'[16:13:37.930 24/04/1989]',11.159,11.159
'[16:13:37.940 24/04/1989]',16.785,16.785
'[16:13:37.950 24/04/1989]',10.971,10.971
'[16:13:37.960 24/04/1989]',15.66,15.66
'[16:13:37.970 24/04/1989]',7.502,7.502
'[16:13:37.980 24/04/1989]',-2.719,2.719
'[16:13:37.990 24/04/1989]',3.095,3.095
'[16:13:38.000 24/04/1989]',15.566,15.566
'[16:13:38.010 24/04/1989]',13.597,13.597
'[16:13:38.020 24/04/1989]',8.346,8.346
'[16:13:38.030 24/04/1989]',1.407,1.407
'[16:13:38.040 24/04/1989]',6.001,6.001
'[16:13:38.050 24/04/1989]',14.441,14.441
'[16:13:38.060 24/04/1989]',3.751,3.751
'[16:13:38.070 24/04/1989]',7.314,7.314
'[16:13:38.080 24/04/1989]',9.659,9.659
'[16:13:38.090 24/04/1989]',10.503,10.503
'[16:13:38.100 24/04/1989]',0.469,0.469
'[16:13:38.110 24/04/1989]',2.344,2.344
'[16:13:38.120 24/04/1989]',2.157,2.157
'[16:13:38.130 24/04/1989]',17.254,17.254
'[16:13:38.140 24/04/1989]',17.442,17.442
'[16:13:38.150 24/04/1989]',-5.345,5.345
'[16:13:38.160 24/04/1989]',-0.469,0.469
'[16:13:38.170 24/04/1989]',0.188,0.188
'[16:13:38.180 24/04/1989]',-4.501,4.501
'[16:13:38.190 24/04/1989]',-0.469,0.469
'[16:13:38.200 24/04/1989]',2.532,2.532
'[16:13:38.210 24/04/1989]',3.282,3.282
'[16:13:38.220 24/04/1989]',-7.689,7.689
'[16:13:38.230 24/04/1989]',-3.938,3.938
'[16:13:38.240 24/04/1989]',1.782,1.782
'[16:13:38.250 24/04/1989]',-2.063,2.063
'[16:13:38.260 24/04/1989]',-8.908,8.908
'[16:13:38.270 24/04/1989]',-6.283,6.283
'[16:13:38.280 24/04/1989]',13.034,13.034
'[16:13:38.290 24/04/1989]',-16.879,16.879
'[16:13:38.300 24/04/1989]',0.469,0.469
'[16:13:38.310 24/04/1989]',-13.316,13.316
'[16:13:38.320 24/04/1989]',-13.41,13.41
'[16:13:38.330 24/04/1989]',-9.94,9.94
'[16:13:38.340 24/04/1989]',-10.878,10.878
'[16:13:38.350 24/04/1989]',-8.533,8.533
'[16:13:38.360 24/04/1989]',-0.938,0.938
'[16:13:38.370 24/04/1989]',-3.47,3.47
'[16:13:38.380 24/04/1989]',-9.377,9.377
'[16:13:38.390 24/04/1989]',-19.505,19.505
'[16:13:38.400 24/04/1989]',-7.596,7.596
'[16:13:38.410 24/04/1989]',-4.22,4.22
'[16:13:38.420 24/04/1989]',-12.284,12.284
'[16:13:38.430 24/04/1989]',-7.221,7.221
'[16:13:38.440 24/04/1989]',7.033,7.033
'[16:13:38.450 24/04/1989]',-7.033,7.033
'[16:13:38.460 24/04/1989]',-10.315,10.315
'[16:13:38.470 24/04/1989]',-2.626,2.626
'[16:13:38.480 24/04/1989]',-3.657,3.657
'[16:13:38.490 24/04/1989]',-4.782,4.782
'[16:13:38.500 24/04/1989]',-9.846,9.846
'[16:13:38.510 24/04/1989]',-19.974,19.974
'[16:13:38.520 24/04/1989]',-16.879,16.879
'[16:13:38.530 24/04/1989]',3.282,3.282
'[16:13:38.540 24/04/1989]',-17.348,17.348
'[16:13:38.550 24/04/1989]',-14.91,14.91
'[16:13:38.560 24/04/1989]',-6.658,6.658
'[16:13:38.570 24/04/1989]',1.594,1.594
'[16:13:38.580 24/04/1989]',-6.377,6.377
'[16:13:38.590 24/04/1989]',-4.407,4.407
'[16:13:38.600 24/04/1989]',-15.566,15.566
'[16:13:38.610 24/04/1989]',-9.19,9.19
'[16:13:38.620 24/04/1989]',0.938,0.938
'[16:13:38.630 24/04/1989]',-4.407,4.407
'[16:13:38.640 24/04/1989]',-9.002,9.002
'[16:13:38.650 24/04/1989]',-7.408,7.408
'[16:13:38.660 24/04/1989]',-5.251,5.251
'[16:13:38.670 24/04/1989]',1.219,1.219
'[16:13:38.680 24/04/1989]',2.157,2.157
'[16:13:38.690 24/04/1989]',-3.47,3.47
'[16:13:38.700 24/04/1989]',5.158,5.158
'[16:13:38.710 24/04/1989]',10.971,10.971
'[16:13:38.720 24/04/1989]',9.096,9.096
'[16:13:38.730 24/04/1989]',9.096,9.096
'[16:13:38.740 24/04/1989]',3.938,3.938
'[16:13:38.750 24/04/1989]',-1.313,1.313
'[16:13:38.760 24/04/1989]',1.032,1.032
'[16:13:38.770 24/04/1989]',4.407,4.407
'[16:13:38.780 24/04/1989]',-6.095,6.095
'[16:13:38.790 24/04/1989]',0.656,0.656
'[16:13:38.800 24/04/1989]',4.22,4.22
'[16:13:38.810 24/04/1989]',5.158,5.158
'[16:13:38.820 24/04/1989]',-4.595,4.595
'[16:13:38.830 24/04/1989]',-14.16,14.16
'[16:13:38.840 24/04/1989]',-1.313,1.313
'[16:13:38.850 24/04/1989]',-10.503,10.503
'[16:13:38.860 24/04/1989]',-16.504,16.504
'[16:13:38.870 24/04/1989]',-7.221,7.221
'[16:13:38.880 24/04/1989]',-4.595,4.595
'[16:13:38.890 24/04/1989]',-1.782,1.782
'[16:13:38.900 24/04/1989]',-0.094,0.094
'[16:13:38.910 24/04/1989]',-7.221,7.221
'[16:13:38.920 24/04/1989]',-27.194,27.194
'[16:13:38.930 24/04/1989]',-13.222,13.222
'[16:13:38.940 24/04/1989]',-33.102,33.102
'[16:13:38.950 24/04/1989]',-22.787,22.787
'[16:13:38.960 24/04/1989]',-30.195,30.195
'[16:13:38.970 24/04/1989]',-7.221,7.221
'[16:13:38.980 24/04/1989]',-2.907,2.907
'[16:13:38.990 24/04/1989]',-30.57,30.57
'[16:13:39.000 24/04/1989]',-15.566,15.566
'[16:13:39.010 24/04/1989]',-15.379,15.379
'[16:13:39.020 24/04/1989]',-20.911,20.911
'[16:13:39.030 24/04/1989]',-18.848,18.848
'[16:13:39.040 24/04/1989]',-11.815,11.815
'[16:13:39.050 24/04/1989]',-31.695,31.695
'[16:13:39.060 24/04/1989]',-11.628,11.628
'[16:13:39.070 24/04/1989]',-14.816,14.816
'[16:13:39.080 24/04/1989]',-27.194,27.194
'[16:13:39.090 24/04/1989]',-9.377,9.377
'[16:13:39.100 24/04/1989]',-19.036,19.036
'[16:13:39.110 24/04/1989]',-22.693,22.693
'[16:13:39.120 24/04/1989]',-21.38,21.38
'[16:13:39.130 24/04/1989]',-11.534,11.534
'[16:13:39.140 24/04/1989]',-21.099,21.099
'[16:13:39.150 24/04/1989]',-11.722,11.722
'[16:13:39.160 24/04/1989]',-14.722,14.722
'[16:13:39.170 24/04/1989]',-8.721,8.721
'[16:13:39.180 24/04/1989]',-3.657,3.657
'[16:13:39.190 24/04/1989]',-7.408,7.408
'[16:13:39.200 24/04/1989]',-6.47,6.47
'[16:13:39.210 24/04/1989]',-13.972,13.972
'[16:13:39.220 24/04/1989]',-8.44,8.44
'[16:13:39.230 24/04/1989]',-14.253,14.253
'[16:13:39.240 24/04/1989]',-7.221,7.221
'[16:13:39.250 24/04/1989]',2.907,2.907
'[16:13:39.260 24/04/1989]',0.563,0.563
'[16:13:39.270 24/04/1989]',-0.844,0.844
'[16:13:39.280 24/04/1989]',-9.846,9.846
'[16:13:39.290 24/04/1989]',-14.722,14.722
'[16:13:39.300 24/04/1989]',1.875,1.875
'[16:13:39.310 24/04/1989]',-6.095,6.095
'[16:13:39.320 24/04/1989]',2.344,2.344
'[16:13:39.330 24/04/1989]',-1.969,1.969
'[16:13:39.340 24/04/1989]',-3.563,3.563
'[16:13:39.350 24/04/1989]',3.47,3.47
'[16:13:39.360 24/04/1989]',-0.656,0.656
'[16:13:39.370 24/04/1989]',-22.037,22.037
'[16:13:39.380 24/04/1989]',-24.1,24.1
'[16:13:39.390 24/04/1989]',-36.29,36.29
'[16:13:39.400 24/04/1989]',-64.891,64.891
'[16:13:39.410 24/04/1989]',-63.39,63.39
'[16:13:39.420 24/04/1989]',-64.234,64.234
'[16:13:39.430 24/04/1989]',-64.516,64.516
'[16:13:39.440 24/04/1989]',-63.953,63.953
'[16:13:39.450 24/04/1989]',-54.295,54.295
'[16:13:39.460 24/04/1989]',-46.886,46.886
'[16:13:39.470 24/04/1989]',-32.164,32.164
'[16:13:39.480 24/04/1989]',-18.661,18.661
'[16:13:39.490 24/04/1989]',-15.941,15.941
'[16:13:39.500 24/04/1989]',-25.225,25.225
'[16:13:39.510 24/04/1989]',7.314,7.314
'[16:13:39.520 24/04/1989]',13.222,13.222
'[16:13:39.530 24/04/1989]',2.719,2.719
'[16:13:39.540 24/04/1989]',5.533,5.533
'[16:13:39.550 24/04/1989]',11.159,11.159
'[16:13:39.560 24/04/1989]',35.727,35.727
'[16:13:39.570 24/04/1989]',33.383,33.383
'[16:13:39.580 24/04/1989]',25.788,25.788
'[16:13:39.590 24/04/1989]',33.571,33.571
'[16:13:39.600 24/04/1989]',37.79,37.79
'[16:13:39.610 24/04/1989]',26.632,26.632
'[16:13:39.620 24/04/1989]',26.069,26.069
'[16:13:39.630 24/04/1989]',25.319,25.319
'[16:13:39.640 24/04/1989]',31.883,31.883
'[16:13:39.650 24/04/1989]',31.133,31.133
'[16:13:39.660 24/04/1989]',30.289,30.289
'[16:13:39.670 24/04/1989]',23.349,23.349
'[16:13:39.680 24/04/1989]',17.817,17.817
'[16:13:39.690 24/04/1989]',19.505,19.505
'[16:13:39.700 24/04/1989]',19.411,19.411
'[16:13:39.710 24/04/1989]',25.694,25.694
'[16:13:39.720 24/04/1989]',27.569,27.569
'[16:13:39.730 24/04/1989]',20.349,20.349
'[16:13:39.740 24/04/1989]',25.506,25.506
'[16:13:39.750 24/04/1989]',18.755,18.755
'[16:13:39.760 24/04/1989]',18.379,18.379
'[16:13:39.770 24/04/1989]',18.286,18.286
'[16:13:39.780 24/04/1989]',13.503,13.503
'[16:13:39.790 24/04/1989]',14.91,14.91
'[16:13:39.800 24/04/1989]',19.036,19.036
'[16:13:39.810 24/04/1989]',14.629,14.629
'[16:13:39.820 24/04/1989]',15.66,15.66
'[16:13:39.830 24/04/1989]',34.04,34.04
'[16:13:39.840 24/04/1989]',-7.971,7.971
'[16:13:39.850 24/04/1989]',16.316,16.316
'[16:13:39.860 24/04/1989]',4.407,4.407
'[16:13:39.870 24/04/1989]',5.814,5.814
'[16:13:39.880 24/04/1989]',18.379,18.379
'[16:13:39.890 24/04/1989]',13.222,13.222
'[16:13:39.900 24/04/1989]',13.597,13.597
'[16:13:39.910 24/04/1989]',18.473,18.473
'[16:13:39.920 24/04/1989]',2.626,2.626
'[16:13:39.930 24/04/1989]',6.658,6.658
'[16:13:39.940 24/04/1989]',1.407,1.407
'[16:13:39.950 24/04/1989]',-3.282,3.282
'[16:13:39.960 24/04/1989]',18.473,18.473
'[16:13:39.970 24/04/1989]',5.251,5.251
'[16:13:39.980 24/04/1989]',27.663,27.663
'[16:13:39.990 24/04/1989]',8.908,8.908
'[16:13:40.000 24/04/1989]',10.127,10.127
'[16:13:40.010 24/04/1989]',4.032,4.032
'[16:13:40.020 24/04/1989]',23.162,23.162
'[16:13:40.030 24/04/1989]',11.628,11.628
'[16:13:40.040 24/04/1989]',19.411,19.411
'[16:13:40.050 24/04/1989]',7.783,7.783
'[16:13:40.060 24/04/1989]',-4.782,4.782
'[16:13:40.070 24/04/1989]',11.628,11.628
'[16:13:40.080 24/04/1989]',0.656,0.656
'[16:13:40.090 24/04/1989]',3.751,3.751
'[16:13:40.100 24/04/1989]',-0.094,0.094
'[16:13:40.110 24/04/1989]',3.188,3.188
'[16:13:40.120 24/04/1989]',-7.314,7.314
'[16:13:40.130 24/04/1989]',-3.563,3.563
'[16:13:40.140 24/04/1989]',-1.407,1.407
'[16:13:40.150 24/04/1989]',5.064,5.064
'[16:13:40.160 24/04/1989]',3.376,3.376
'[16:13:40.170 24/04/1989]',-11.722,11.722
'[16:13:40.180 24/04/1989]',2.626,2.626
'[16:13:40.190 24/04/1989]',5.533,5.533
'[16:13:40.200 24/04/1989]',8.627,8.627
'[16:13:40.210 24/04/1989]',4.22,4.22
'[16:13:40.220 24/04/1989]',-0.563,0.563
'[16:13:40.230 24/04/1989]',-1.688,1.688
'[16:13:40.240 24/04/1989]',-4.782,4.782
'[16:13:40.250 24/04/1989]',-6.752,6.752
'[16:13:40.260 24/04/1989]',-10.784,10.784
'[16:13:40.270 24/04/1989]',-11.534,11.534
'[16:13:40.280 24/04/1989]',-11.44,11.44
'[16:13:40.290 24/04/1989]',-3.376,3.376
'[16:13:40.300 24/04/1989]',-7.408,7.408
'[16:13:40.310 24/04/1989]',-9.002,9.002
'[16:13:40.320 24/04/1989]',1.782,1.782
'[16:13:40.330 24/04/1989]',-15.754,15.754
'[16:13:40.340 24/04/1989]',-8.44,8.44
'[16:13:40.350 24/04/1989]',-12.847,12.847
'[16:13:40.360 24/04/1989]',-9.94,9.94
'[16:13:40.370 24/04/1989]',-1.219,1.219
'[16:13:40.380 24/04/1989]',-6.095,6.095
'[16:13:40.390 24/04/1989]',-5.72,5.72
'[16:13:40.400 24/04/1989]',3.845,3.845
'[16:13:40.410 24/04/1989]',-0.75,0.75
'[16:13:40.420 24/04/1989]',6.001,6.001
'[16:13:40.430 24/04/1989]',0.938,0.938
'[16:13:40.440 24/04/1989]',8.44,8.44
'[16:13:40.450 24/04/1989]',-1.688,1.688
'[16:13:40.460 24/04/1989]',-6.189,6.189
'[16:13:40.470 24/04/1989]',4.126,4.126
'[16:13:40.480 24/04/1989]',-3.376,3.376
'[16:13:40.490 24/04/1989]',-4.314,4.314
'[16:13:40.500 24/04/1989]',-6.564,6.564
'[16:13:40.510 24/04/1989]',11.722,11.722
'[16:13:40.520 24/04/1989]',-9.752,9.752
'[16:13:40.530 24/04/1989]',-2.719,2.719
'[16:13:40.540 24/04/1989]',-5.345,5.345
'[16:13:40.550 24/04/1989]',13.597,13.597
'[16:13:40.560 24/04/1989]',-19.411,19.411
'[16:13:40.570 24/04/1989]',0.563,0.563
'[16:13:40.580 24/04/1989]',-9.846,9.846
'[16:13:40.590 24/04/1989]',-2.063,2.063
'[16:13:40.600 24/04/1989]',-18.755,18.755
'[16:13:40.610 24/04/1989]',-6.283,6.283
'[16:13:40.620 24/04/1989]',-24.85,24.85
'[16:13:40.630 24/04/1989]',-29.914,29.914
'[16:13:40.640 24/04/1989]',-36.29,36.29
'[16:13:40.650 24/04/1989]',-31.977,31.977
'[16:13:40.660 24/04/1989]',-37.697,37.697
'[16:13:40.670 24/04/1989]',-31.133,31.133
'[16:13:40.680 24/04/1989]',-27.1,27.1
'[16:13:40.690 24/04/1989]',-19.88,19.88
'[16:13:40.700 24/04/1989]',-17.16,17.16
'[16:13:40.710 24/04/1989]',-3.938,3.938
'[16:13:40.720 24/04/1989]',16.129,16.129
'[16:13:40.730 24/04/1989]',9.565,9.565
'[16:13:40.740 24/04/1989]',12.097,12.097
'[16:13:40.750 24/04/1989]',13.691,13.691
'[16:13:40.760 24/04/1989]',10.315,10.315
'[16:13:40.770 24/04/1989]',3.095,3.095
'[16:13:40.780 24/04/1989]',16.41,16.41
'[16:13:40.790 24/04/1989]',9.471,9.471
'[16:13:40.800 24/04/1989]',-2.813,2.813
'[16:13:40.810 24/04/1989]',-4.032,4.032
'[16:13:40.820 24/04/1989]',-17.911,17.911
'[16:13:40.830 24/04/1989]',-9.846,9.846
'[16:13:40.840 24/04/1989]',-1.125,1.125
'[16:13:40.850 24/04/1989]',-17.442,17.442
'[16:13:40.860 24/04/1989]',-19.692,19.692
'[16:13:40.870 24/04/1989]',-36.196,36.196
'[16:13:40.880 24/04/1989]',-63.578,63.578
'[16:13:40.890 24/04/1989]',-67.141,67.141
'[16:13:40.900 24/04/1989]',-67.329,67.329
'[16:13:40.910 24/04/1989]',-67.704,67.704
'[16:13:40.920 24/04/1989]',-64.985,64.985
'[16:13:40.930 24/04/1989]',-58.983,58.983
'[16:13:40.940 24/04/1989]',-47.262,47.262
'[16:13:40.950 24/04/1989]',-47.449,47.449
'[16:13:40.960 24/04/1989]',-26.256,26.256
'[16:13:40.970 24/04/1989]',-39.103,39.103
'[16:13:40.980 24/04/1989]',-24.287,24.287
'[16:13:40.990 24/04/1989]',-22.599,22.599
'[16:13:41.000 24/04/1989]',-21.005,21.005
'[16:13:41.010 24/04/1989]',-18.942,18.942
'[16:13:41.020 24/04/1989]',-14.253,14.253
'[16:13:41.030 24/04/1989]',-18.755,18.755
'[16:13:41.040 24/04/1989]',-16.879,16.879
'[16:13:41.050 24/04/1989]',-11.253,11.253
'[16:13:41.060 24/04/1989]',-14.816,14.816
'[16:13:41.070 24/04/1989]',-9.565,9.565
'[16:13:41.080 24/04/1989]',-3.751,3.751
'[16:13:41.090 24/04/1989]',2.626,2.626
'[16:13:41.100 24/04/1989]',-5.439,5.439
'[16:13:41.110 24/04/1989]',5.345,5.345
'[16:13:41.120 24/04/1989]',-4.032,4.032
'[16:13:41.130 24/04/1989]',4.97,4.97
'[16:13:41.140 24/04/1989]',5.908,5.908
'[16:13:41.150 24/04/1989]',10.971,10.971
'[16:13:41.160 24/04/1989]',10.503,10.503
'[16:13:41.170 24/04/1989]',7.033,7.033
'[16:13:41.180 24/04/1989]',5.251,5.251
'[16:13:41.190 24/04/1989]',7.502,7.502
'[16:13:41.200 24/04/1989]',11.253,11.253
'[16:13:41.210 24/04/1989]',4.501,4.501
'[16:13:41.220 24/04/1989]',-1.125,1.125
'[16:13:41.230 24/04/1989]',13.128,13.128
'[16:13:41.240 24/04/1989]',6.377,6.377
'[16:13:41.250 24/04/1989]',16.785,16.785
'[16:13:41.260 24/04/1989]',8.533,8.533
'[16:13:41.270 24/04/1989]',13.222,13.222
'[16:13:41.280 24/04/1989]',0.375,0.375
'[16:13:41.290 24/04/1989]',-15.566,15.566
'[16:13:41.300 24/04/1989]',11.347,11.347
'[16:13:41.310 24/04/1989]',-18.473,18.473
'[16:13:41.320 24/04/1989]',9.471,9.471
'[16:13:41.330 24/04/1989]',-3.188,3.188
'[16:13:41.340 24/04/1989]',1.688,1.688
'[16:13:41.350 24/04/1989]',-1.5,1.5
'[16:13:41.360 24/04/1989]',6.752,6.752
'[16:13:41.370 24/04/1989]',-4.97,4.97
'[16:13:41.380 24/04/1989]',1.688,1.688
'[16:13:41.390 24/04/1989]',22.505,22.505
'[16:13:41.400 24/04/1989]',-1.782,1.782
'[16:13:41.410 24/04/1989]',33.289,33.289
'[16:13:41.420 24/04/1989]',-1.875,1.875
'[16:13:41.430 24/04/1989]',11.44,11.44
'[16:13:41.440 24/04/1989]',11.44,11.44
'[16:13:41.450 24/04/1989]',11.628,11.628
'[16:13:41.460 24/04/1989]',0.094,0.094
'[16:13:41.470 24/04/1989]',8.252,8.252
'[16:13:41.480 24/04/1989]',1.407,1.407
'[16:13:41.490 24/04/1989]',9.659,9.659
'[16:13:41.500 24/04/1989]',9.846,9.846
'[16:13:41.510 24/04/1989]',1.5,1.5
'[16:13:41.520 24/04/1989]',2.813,2.813
'[16:13:41.530 24/04/1989]',13.785,13.785
'[16:13:41.540 24/04/1989]',-7.783,7.783
'[16:13:41.550 24/04/1989]',4.595,4.595
'[16:13:41.560 24/04/1989]',10.315,10.315
'[16:13:41.570 24/04/1989]',-1.782,1.782
'[16:13:41.580 24/04/1989]',15.379,15.379
'[16:13:41.590 24/04/1989]',17.817,17.817
'[16:13:41.600 24/04/1989]',20.442,20.442
'[16:13:41.610 24/04/1989]',26.725,26.725
'[16:13:41.620 24/04/1989]',25.225,25.225
'[16:13:41.630 24/04/1989]',35.821,35.821
'[16:13:41.640 24/04/1989]',26.35,26.35
'[16:13:41.650 24/04/1989]',28.038,28.038
'[16:13:41.660 24/04/1989]',25.881,25.881
'[16:13:41.670 24/04/1989]',21.849,21.849
'[16:13:41.680 24/04/1989]',26.913,26.913
'[16:13:41.690 24/04/1989]',14.91,14.91
'[16:13:41.700 24/04/1989]',19.599,19.599
'[16:13:41.710 24/04/1989]',18.098,18.098
'[16:13:41.720 24/04/1989]',18.942,18.942
'[16:13:41.730 24/04/1989]',21.755,21.755
'[16:13:41.740 24/04/1989]',9.846,9.846
'[16:13:41.750 24/04/1989]',24.475,24.475
'[16:13:41.760 24/04/1989]',23.068,23.068
'[16:13:41.770 24/04/1989]',28.507,28.507
'[16:13:41.780 24/04/1989]',15.848,15.848
'[16:13:41.790 24/04/1989]',19.505,19.505
'[16:13:41.800 24/04/1989]',14.816,14.816
'[16:13:41.810 24/04/1989]',19.411,19.411
'[16:13:41.820 24/04/1989]',16.973,16.973
'[16:13:41.830 24/04/1989]',11.815,11.815
'[16:13:41.840 24/04/1989]',7.127,7.127
'[16:13:41.850 24/04/1989]',16.223,16.223
'[16:13:41.860 24/04/1989]',22.318,22.318
'[16:13:41.870 24/04/1989]',24.662,24.662
'[16:13:41.880 24/04/1989]',9.377,9.377
'[16:13:41.890 24/04/1989]',25.975,25.975
'[16:13:41.900 24/04/1989]',20.067,20.067
'[16:13:41.910 24/04/1989]',10.878,10.878
'[16:13:41.920 24/04/1989]',14.253,14.253
'[16:13:41.930 24/04/1989]',14.347,14.347
'[16:13:41.940 24/04/1989]',16.129,16.129
'[16:13:41.950 24/04/1989]',17.348,17.348
'[16:13:41.960 24/04/1989]',19.974,19.974
'[16:13:41.970 24/04/1989]',21.849,21.849
'[16:13:41.980 24/04/1989]',9.377,9.377
'[16:13:41.990 24/04/1989]',22.037,22.037
'[16:13:42.000 24/04/1989]',17.629,17.629
'[16:13:42.010 24/04/1989]',4.876,4.876
'[16:13:42.020 24/04/1989]',16.316,16.316
'[16:13:42.030 24/04/1989]',19.692,19.692
'[16:13:42.040 24/04/1989]',12.941,12.941
'[16:13:42.050 24/04/1989]',10.503,10.503
'[16:13:42.060 24/04/1989]',5.908,5.908
'[16:13:42.070 24/04/1989]',10.409,10.409
'[16:13:42.080 24/04/1989]',11.253,11.253
'[16:13:42.090 24/04/1989]',12.097,12.097
'[16:13:42.100 24/04/1989]',18.661,18.661
'[16:13:42.110 24/04/1989]',10.503,10.503
'[16:13:42.120 24/04/1989]',16.504,16.504
'[16:13:42.130 24/04/1989]',6.658,6.658
'[16:13:42.140 24/04/1989]',14.816,14.816
'[16:13:42.150 24/04/1989]',3.938,3.938
'[16:13:42.160 24/04/1989]',20.255,20.255
'[16:13:42.170 24/04/1989]',14.347,14.347
'[16:13:42.180 24/04/1989]',14.816,14.816
'[16:13:42.190 24/04/1989]',6.189,6.189
'[16:13:42.200 24/04/1989]',2.907,2.907
'[16:13:42.210 24/04/1989]',13.222,13.222
'[16:13:42.220 24/04/1989]',31.695,31.695
'[16:13:42.230 24/04/1989]',32.539,32.539
'[16:13:42.240 24/04/1989]',20.349,20.349
'[16:13:42.250 24/04/1989]',16.879,16.879
'[16:13:42.260 24/04/1989]',13.691,13.691
'[16:13:42.270 24/04/1989]',10.409,10.409
'[16:13:42.280 24/04/1989]',20.161,20.161
'[16:13:42.290 24/04/1989]',15.097,15.097
'[16:13:42.300 24/04/1989]',14.16,14.16
'[16:13:42.310 24/04/1989]',23.349,23.349
'[16:13:42.320 24/04/1989]',16.973,16.973
'[16:13:42.330 24/04/1989]',24.1,24.1
'[16:13:42.340 24/04/1989]',16.692,16.692
'[16:13:42.350 24/04/1989]',18.661,18.661
'[16:13:42.360 24/04/1989]',10.127,10.127
'[16:13:42.370 24/04/1989]',19.786,19.786
'[16:13:42.380 24/04/1989]',9.565,9.565
'[16:13:42.390 24/04/1989]',15.004,15.004
'[16:13:42.400 24/04/1989]',12.472,12.472
'[16:13:42.410 24/04/1989]',9.096,9.096
'[16:13:42.420 24/04/1989]',8.815,8.815
'[16:13:42.430 24/04/1989]',1.688,1.688
'[16:13:42.440 24/04/1989]',-2.438,2.438
'[16:13:42.450 24/04/1989]',8.908,8.908
'[16:13:42.460 24/04/1989]',19.13,19.13
'[16:13:42.470 24/04/1989]',13.878,13.878
'[16:13:42.480 24/04/1989]',15.754,15.754
'[16:13:42.490 24/04/1989]',6.845,6.845
'[16:13:42.500 24/04/1989]',19.786,19.786
'[16:13:42.510 24/04/1989]',-5.814,5.814
'[16:13:42.520 24/04/1989]',0,0
'[16:13:42.530 24/04/1989]',-3.751,3.751
'[16:13:42.540 24/04/1989]',2.813,2.813
'[16:13:42.550 24/04/1989]',-5.345,5.345
'[16:13:42.560 24/04/1989]',-6.564,6.564
'[16:13:42.570 24/04/1989]',-20.63,20.63
'[16:13:42.580 24/04/1989]',-24.006,24.006
'[16:13:42.590 24/04/1989]',1.875,1.875
'[16:13:42.600 24/04/1989]',-25.131,25.131
'[16:13:42.610 24/04/1989]',-16.129,16.129
'[16:13:42.620 24/04/1989]',-20.349,20.349
'[16:13:42.630 24/04/1989]',-5.814,5.814
'[16:13:42.640 24/04/1989]',-5.908,5.908
'[16:13:42.650 24/04/1989]',-6.283,6.283
'[16:13:42.660 24/04/1989]',-4.314,4.314
'[16:13:42.670 24/04/1989]',6.845,6.845
'[16:13:42.680 24/04/1989]',-0.563,0.563
'[16:13:42.690 24/04/1989]',3.095,3.095
'[16:13:42.700 24/04/1989]',-13.878,13.878
'[16:13:42.710 24/04/1989]',1.407,1.407
'[16:13:42.720 24/04/1989]',-0.375,0.375
'[16:13:42.730 24/04/1989]',13.878,13.878
'[16:13:42.740 24/04/1989]',-0.844,0.844
'[16:13:42.750 24/04/1989]',25.412,25.412
'[16:13:42.760 24/04/1989]',-30.945,30.945
'[16:13:42.770 24/04/1989]',-21.755,21.755
'[16:13:42.780 24/04/1989]',-46.511,46.511
'[16:13:42.790 24/04/1989]',-25.412,25.412
'[16:13:42.800 24/04/1989]',-39.103,39.103
'[16:13:42.810 24/04/1989]',-33.102,33.102
'[16:13:42.820 24/04/1989]',-13.785,13.785
'[16:13:42.830 24/04/1989]',-26.538,26.538
'[16:13:42.840 24/04/1989]',-16.129,16.129
'[16:13:42.850 24/04/1989]',-22.13,22.13
'[16:13:42.860 24/04/1989]',-13.316,13.316
'[16:13:42.870 24/04/1989]',-18.286,18.286
'[16:13:42.880 24/04/1989]',-10.409,10.409
'[16:13:42.890 24/04/1989]',-13.785,13.785
'[16:13:42.900 24/04/1989]',-7.596,7.596
'[16:13:42.910 24/04/1989]',-15.848,15.848
'[16:13:42.920 24/04/1989]',-10.596,10.596
'[16:13:42.930 24/04/1989]',-14.253,14.253
'[16:13:42.940 24/04/1989]',-7.314,7.314
'[16:13:42.950 24/04/1989]',4.782,4.782
